orthogroup,gene,product,avg_bp_length
OG0001986,,hypothetical protein,189
OG0001987,,hypothetical protein,846
OG0001988,,hypothetical protein,460.5
OG0001989,,hypothetical protein,189
OG0001990,,hypothetical protein,261
OG0001991,,hypothetical protein,224.25
OG0001992,,hypothetical protein,126
OG0001993,,hypothetical protein,166.5
OG0001994,,hypothetical protein,177
OG0001995,,hypothetical protein,2253
OG0001996,,hypothetical protein,433.5
OG0001997,traL,Protein TraL,726
OG0001998,,hypothetical protein,312
OG0001999,,hypothetical protein,330
OG0002000,traI,Protein TraI,1884
OG0002001,,hypothetical protein,678
OG0002002,,hypothetical protein,519
OG0002003,,hypothetical protein,232.5
OG0002004,,MerR family DNA-binding transcriptional regulator; hypothetical protein; MerR family transcriptional regulator,285
OG0002005,traG,Ti-type conjugative transfer system protein TraG,1913.25
OG0002006,,hypothetical protein,204
OG0002007,,hypothetical protein,251.25
OG0002008,,hypothetical protein,514.5
OG0002009,,hypothetical protein,150
OG0002010,,hypothetical protein,408
OG0002011,,hypothetical protein,207
OG0002012,,hypothetical protein,165
OG0002013,,hypothetical protein,424.5
OG0002014,,hypothetical protein,267
OG0002015,,hypothetical protein,309.75
OG0002016,,hypothetical protein,207
OG0002017,,hypothetical protein,273
OG0002018,,hypothetical protein,230.25
OG0002019,,hypothetical protein,425.25
OG0002020,,hypothetical protein,222
OG0002021,,hypothetical protein,267.75
OG0002022,,hypothetical protein,291.75
OG0002023,,hypothetical protein,251.25
OG0002024,,hypothetical protein,235.5
OG0002025,,hypothetical protein,190.5
OG0002026,yejB,microcin C ABC transporter permease YejB; hypothetical protein,888
OG0002027,,N-acetylmuramidase domain-containing protein; hypothetical protein,844
OG0002028,,flagellin A,1152
OG0002029,,hypothetical protein,385
OG0002030,,hypothetical protein,467
OG0002031,,hypothetical protein,222
OG0002032,,hypothetical protein,270
OG0002033,,hypothetical protein; IS200/IS605 family transposase ISAba30,567
OG0002034,,hypothetical protein,266
OG0002035,,hypothetical protein,216
OG0002036,,hypothetical protein,239
OG0002037,,hypothetical protein,223
OG0002038,,hypothetical protein,96
OG0002039,,hypothetical protein,310
OG0002040,,hypothetical protein,145
OG0002041,,hypothetical protein,108
OG0002042,,hypothetical protein,129
OG0002043,,hypothetical protein,153
OG0002044,,hypothetical protein,285
OG0002045,,hypothetical protein,528
OG0002046,,hypothetical protein,390
OG0002047,,hypothetical protein,436
OG0002048,,hypothetical protein,132
OG0002049,,hypothetical protein; DNA-binding protein,201
OG0002050,,hypothetical protein; ATP-binding protein,1926
OG0002051,,hypothetical protein,405
OG0002052,,hypothetical protein,710
OG0002053,,hypothetical protein,333
OG0002054,,hypothetical protein,189
OG0002055,,hypothetical protein,255
OG0002056,,hypothetical protein,171
OG0002057,,hypothetical protein,465
OG0002058,,hypothetical protein,102
OG0002059,,hypothetical protein,153
OG0002060,,hypothetical protein,261
OG0002061,,hypothetical protein,222
OG0002062,,hypothetical protein,462
OG0002063,,hypothetical protein,309
OG0002064,,hypothetical protein,147
OG0002065,,hypothetical protein,192
OG0002066,,hypothetical protein,186
OG0002067,,hypothetical protein,96
OG0002068,,hypothetical protein,543
OG0002069,,hypothetical protein,249
OG0002070,,hypothetical protein,1405
OG0002071,,hypothetical protein,400
OG0002072,,hypothetical protein,492
OG0002073,,hypothetical protein,663
OG0002074,,TraC family protein; conjugal transfer protein TraC,206
OG0002075,,conjugal transfer protein TraD,225
OG0002076,,replication/maintenance protein RepL; hypothetical protein,502
OG0002077,,hypothetical protein,302
OG0002078,,hypothetical protein,164
OG0002079,,hypothetical protein,183
OG0002080,,hypothetical protein,150
OG0002081,,hypothetical protein,417
OG0002082,,hypothetical protein,168
OG0002083,,hypothetical protein,199
OG0002084,,hypothetical protein,174
OG0002085,,hypothetical protein,387
OG0002086,,hypothetical protein,384
OG0002087,,hypothetical protein,138
OG0002088,,hypothetical protein,260
OG0002089,,hypothetical protein,177
OG0002090,,hypothetical protein,108
OG0002091,,hypothetical protein,96
OG0002092,,hypothetical protein,99
OG0002093,,hypothetical protein,156
OG0002094,,hypothetical protein,96
OG0002095,,hypothetical protein,141
OG0002096,,hypothetical protein,249
OG0002097,,hypothetical protein,285
OG0002098,,hypothetical protein,225
OG0002099,,hypothetical protein,186
OG0002100,,hypothetical protein,90
OG0002101,,hypothetical protein,194
OG0002102,,hypothetical protein,181
OG0002103,,hypothetical protein,321
OG0002104,,hypothetical protein,129
OG0002105,,hypothetical protein,372
OG0002106,,hypothetical protein,225
OG0002107,,hypothetical protein,225
OG0002108,,hypothetical protein,181
OG0002109,,hypothetical protein,612
OG0002110,,hypothetical protein,228
OG0002111,,hypothetical protein,417
OG0002112,,hypothetical protein,576
OG0002113,,hypothetical protein,513
OG0002114,,hypothetical protein,429
OG0002115,,hypothetical protein,300
OG0002116,,hypothetical protein,391
OG0002117,,hypothetical protein,350
OG0002118,,hypothetical protein,237
OG0002119,,hypothetical protein,251
OG0002120,,hypothetical protein,117
OG0002121,,hypothetical protein,147
OG0002122,virB4_3,Type IV secretion system protein virB4; hypothetical protein,2123
OG0002123,,hypothetical protein,756
OG0002124,,hypothetical protein,261
OG0002125,,hypothetical protein,399
OG0002126,,hypothetical protein,306
OG0002127,,hypothetical protein,711
OG0002128,,hypothetical protein,486
OG0002129,,hypothetical protein,212
OG0002130,,hypothetical protein,177
OG0002131,,hypothetical protein,147
OG0002132,,hypothetical protein,147
OG0002133,,hypothetical protein,93
OG0002134,,hypothetical protein,419
OG0002135,,hypothetical protein,405
OG0002136,,hypothetical protein,180
OG0002137,,hypothetical protein,168
OG0002138,,hypothetical protein,216
OG0002139,,hypothetical protein,171
OG0002140,,hypothetical protein,375
OG0002141,ssb_3; ssb_4; ssb_1,Single-stranded DNA-binding protein,150
OG0002142,,hypothetical protein,165
OG0002143,,hypothetical protein,210
OG0002144,,hypothetical protein,213
OG0002145,,hypothetical protein,147
OG0002146,,hypothetical protein,153
OG0002147,,hypothetical protein,183
OG0002148,,hypothetical protein,210
OG0002149,,hypothetical protein,198
OG0002150,,hypothetical protein,393
OG0002151,,hypothetical protein,141
OG0002152,,hypothetical protein; fructose-bisphosphate aldolase,317.6666666666667
OG0002153,,hypothetical protein,147
OG0002154,,hypothetical protein,270
OG0002155,,hypothetical protein,2760
OG0002156,,hypothetical protein,659
OG0002157,,hypothetical protein,1056
OG0002158,,hypothetical protein,1056
OG0002159,,hypothetical protein,1053
OG0002160,,hypothetical protein,1053
OG0002161,,hypothetical protein,1053
OG0002162,,hypothetical protein,1056
OG0002163,,hypothetical protein,2586
OG0002164,,hypothetical protein,1398
OG0002165,,hypothetical protein,1128
OG0002166,,hypothetical protein,183
OG0002167,bepA_7,hypothetical protein; Protein adenylyltransferase,443
OG0002168,,hypothetical protein,267
OG0002169,,hypothetical protein,141
OG0002170,,hypothetical protein,315
OG0002171,,hypothetical protein,426
OG0002172,,hypothetical protein,165
OG0002173,,hypothetical protein,132
OG0002174,,hypothetical protein,270
OG0002175,,hypothetical protein,169
OG0002176,,hypothetical protein,198
OG0002177,,hypothetical protein,120
OG0002178,,hypothetical protein,150
OG0002179,,hypothetical protein,246
OG0002180,,hypothetical protein,429
OG0002181,,hypothetical protein,212
OG0002182,,hypothetical protein,438
OG0002183,,hypothetical protein,243
OG0002184,,hypothetical protein,168
OG0002185,,hypothetical protein,177
OG0002186,,hypothetical protein,96
OG0002187,,hypothetical protein,171
OG0002188,,hypothetical protein,168
OG0002189,,hypothetical protein,189
OG0002190,,hypothetical protein,455
OG0002191,,hypothetical protein,99
OG0002192,,hypothetical protein,418
OG0002193,,hypothetical protein,647
OG0002194,,hypothetical protein,312
OG0002195,,hypothetical protein,972
OG0002196,,hypothetical protein,141
OG0002197,,hypothetical protein,225
OG0002198,,hypothetical protein,617
OG0002199,,hypothetical protein,157
OG0002200,,hypothetical protein,150
OG0002201,,hypothetical protein,264
OG0002202,,hypothetical protein,199
OG0002203,,hypothetical protein,153
OG0002204,,hypothetical protein,390
OG0002205,,hypothetical protein,108
OG0002206,,hypothetical protein,357
OG0002207,,hypothetical protein,487
OG0002208,,hypothetical protein,707
OG0002209,,hypothetical protein,209
OG0002210,,hypothetical protein,180
OG0002211,,hypothetical protein,163
OG0002212,,hypothetical protein,199
OG0002213,,ABC transporter permease,1144.5
OG0002214,,hypothetical protein,270
OG0002215,,phage terminase large subunit family protein; hypothetical protein,236.5
OG0002216,,hypothetical protein,348
OG0002217,,antA/AntB antirepressor family protein,312
OG0002218,,ParB/Srx family N-terminal domain-containing protein; hypothetical protein,1350
OG0002219,,"CtxA-like, cholera toxin A subunit",717
OG0002220,,major capsid protein; hypothetical protein,222
OG0002221,,hypothetical protein,223.5
OG0002222,,hypothetical protein,138
OG0002223,,hypothetical protein,192
OG0002224,,hypothetical protein,174
OG0002225,,hypothetical protein,154.5
OG0002226,,hypothetical protein,201
OG0002227,,hypothetical protein,357
OG0002228,,hypothetical protein,106.5
OG0002229,,hypothetical protein,219
OG0002230,,hypothetical protein,246
OG0002231,truA_1; truA_2,tRNA pseudouridine synthase A,222
OG0002232,,hypothetical protein,249
OG0002233,,hypothetical protein,268.5
OG0002234,,hypothetical protein,99
OG0002235,,hypothetical protein,325.5
OG0002236,,hypothetical protein,183
OG0002237,,hypothetical protein,118.5
OG0002238,,hypothetical protein,403.5
OG0002239,,hypothetical protein,226.5
OG0002240,,hypothetical protein,136.5
OG0002241,,hypothetical protein,1092
OG0002242,,hypothetical protein,342
OG0002243,,hypothetical protein,123
OG0002244,,hypothetical protein,96
OG0002245,,hypothetical protein,210
OG0002246,,hypothetical protein,111
OG0002247,,hypothetical protein,159
OG0002248,,hypothetical protein,249
OG0002249,,hypothetical protein,258
OG0002250,,hypothetical protein,327
OG0002251,,hypothetical protein,201
OG0002252,,hypothetical protein,219
OG0002253,,putative phosphatase,759
OG0002254,,hypothetical protein,843
OG0002255,,hypothetical protein,804
OG0002256,,hypothetical protein,621
OG0002257,,hypothetical protein,432
OG0002258,,hypothetical protein,390
OG0002259,,hypothetical protein,153
OG0002260,,hypothetical protein,195
OG0002261,,hypothetical protein,252
OG0002262,,hypothetical protein,754.5
OG0002263,cmoA,Carboxy-S-adenosyl-L-methionine synthase,723
OG0002264,,hypothetical protein,246
OG0002265,,hypothetical protein,303
OG0002266,,hypothetical protein,351
OG0002267,,hypothetical protein,381
OG0002268,,hypothetical protein,114
OG0002269,,hypothetical protein,282
OG0002270,,hypothetical protein,207
OG0002271,,hypothetical protein,330
OG0002272,,hypothetical protein,192
OG0002273,,hypothetical protein,472.5
OG0002274,,hypothetical protein,198
OG0002275,,hypothetical protein,225
OG0002276,,hypothetical protein,108
OG0002277,,hypothetical protein,117
OG0002278,,hypothetical protein,381
OG0002279,,hypothetical protein,255
OG0002280,,hypothetical protein,220.5
OG0002281,,hypothetical protein,150
OG0002282,,hypothetical protein,234
OG0002283,,hypothetical protein,102
OG0002284,,hypothetical protein,105
OG0002285,,hypothetical protein,111
OG0002286,,hypothetical protein,228
OG0002287,,hypothetical protein,1023
OG0002288,,hypothetical protein,90
OG0002289,,hypothetical protein,177
OG0002290,,hypothetical protein,105
OG0002291,,hypothetical protein,99
OG0002292,,hypothetical protein,172.5
OG0002293,,hypothetical protein,147
OG0002294,,hypothetical protein,123
OG0002295,,hypothetical protein,411
OG0002296,,hypothetical protein; Fic family protein,1047
OG0002297,,hypothetical protein,654
OG0002298,,hypothetical protein,204
OG0002299,,Arc family DNA-binding protein; hypothetical protein,204
OG0002300,,Arc family DNA-binding protein; hypothetical protein,225
OG0002301,,hypothetical protein,183
OG0002302,,HaeIII family restriction endonuclease; hypothetical protein,378
OG0002303,,hypothetical protein,639
OG0002304,,hypothetical protein,138
OG0002305,,hypothetical protein,195
OG0002306,,hypothetical protein,177
OG0002307,,hypothetical protein,267
OG0002308,,hypothetical protein,138
OG0002309,,hypothetical protein,291
OG0002310,,hypothetical protein,156
OG0002311,,hypothetical protein,757.5
OG0002312,lpxD_2; lpxD_3,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,576
OG0002313,vbhT_1,Protein adenylyltransferase VbhT,141
OG0002314,,hypothetical protein,537
OG0002315,lpxD_2; lpxD_3,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,822
OG0002316,,hypothetical protein,162
OG0002317,,hypothetical protein,219
OG0002318,,hypothetical protein,273
OG0002319,,hypothetical protein,217.5
OG0002320,,hypothetical protein,394.5
OG0002321,,hypothetical protein,534
OG0002322,,hypothetical protein; fructose-bisphosphate aldolase,215.5
OG0002323,,hypothetical protein,127.5
OG0002324,ehpR_2; ehpR_1,Phenazine antibiotic resistance protein EhpR,273
OG0002325,,hypothetical protein,153
OG0002326,,hypothetical protein,627
OG0002327,,hypothetical protein,549
OG0002328,,hypothetical protein,138
OG0002329,,hypothetical protein,147
OG0002330,,hypothetical protein,256.5
OG0002331,,hypothetical protein,90
OG0002332,,hypothetical protein,225
OG0002333,,hypothetical protein,264
OG0002334,,hypothetical protein,156
OG0002335,,hypothetical protein,120
OG0002336,,hypothetical protein,279
OG0002337,,hypothetical protein,102
OG0002338,,hypothetical protein,102
OG0002339,,hypothetical protein,255
OG0002340,,hypothetical protein,252
OG0002341,,hypothetical protein,189
OG0002342,,hypothetical protein,121.5
OG0002343,,hypothetical protein,180
OG0002344,,hypothetical protein,183
OG0002345,,hypothetical protein,303
OG0002346,pyk,Pyruvate kinase; hypothetical protein,264
OG0002347,,hypothetical protein,138
OG0002348,,hypothetical protein,393
OG0002349,,hypothetical protein,426
OG0002350,,hypothetical protein,208.5
OG0002351,,hypothetical protein,123
OG0002352,,hypothetical protein,117
OG0002353,,hypothetical protein,171
OG0002354,,hypothetical protein,268.5
OG0002355,,hypothetical protein,102
OG0002356,,hypothetical protein,225
OG0002357,,hypothetical protein,156
OG0002358,,hypothetical protein,195
OG0002359,,hypothetical protein,489
OG0002360,,hypothetical protein,217.5
OG0002361,,hypothetical protein,96
OG0002362,,hypothetical protein,213
OG0002363,,hypothetical protein,153
OG0002364,,hypothetical protein,387
OG0002365,,hypothetical protein,184.5
OG0002366,,lysozyme,466.5
OG0002367,,hypothetical protein,346.5
OG0002368,,DUF6127 family protein,294
OG0002369,,host specificity factor TipJ family phage tail protein; hypothetical protein,1750.5
OG0002370,,NlpC/P60 family protein,456
OG0002371,,DUF1833 family protein,543
OG0002372,,hypothetical protein,453
OG0002373,,hypothetical protein,455.5
OG0002374,,hypothetical protein,228
OG0002375,,type II toxin-antitoxin system death-on-curing family toxin,387
OG0002376,,hypothetical protein,448.5
OG0002377,,hypothetical protein; tape measure protein,1603.5
OG0002378,,hypothetical protein,520.5
